SegmentId,ObjectId,ObjectName,Score
m_yqcpMMdqb8u66oFF_000001,m_yqcpMMdqb8u66oFF,b168.obj,0.974605341821175
m_1LZ2trXLyqi6EvfH_000001,m_1LZ2trXLyqi6EvfH,b81.obj,0.949540125234186
m_rknlWbMtXxjMloJ5_000001,m_rknlWbMtXxjMloJ5,b292.obj,0.943259816687705
m_gMObtZVqQP0Uh4w6_000001,m_gMObtZVqQP0Uh4w6,b298.obj,0.934795568150934
m_vbCLSSaUSiWLJ84K_000001,m_vbCLSSaUSiWLJ84K,b349.obj,0.932222803648973
m_neiNkYQtOtHZdxP4_000001,m_neiNkYQtOtHZdxP4,b295.obj,0.922191428462367
m_qsu7Ei0r5a84a9Eo_000001,m_qsu7Ei0r5a84a9Eo,b156.obj,0.920900511358178
m_Fx0yDeeK6wACxBmo_000001,m_Fx0yDeeK6wACxBmo,b226.obj,0.917534384116688
m_gzCZVr1SmtZSMYTf_000001,m_gzCZVr1SmtZSMYTf,b126.obj,0.916470269648969
m_926l94kd2LsB6ptB_000001,m_926l94kd2LsB6ptB,b160.obj,0.91474394666069
m_w6JrBQzb7OPvJZXY_000001,m_w6JrBQzb7OPvJZXY,b216.obj,0.911198944283507
m_CW91TdYrgxqMJN34_000001,m_CW91TdYrgxqMJN34,b222.obj,0.910345552215972
m_bkMVkY5Zwu9BVEV3_000001,m_bkMVkY5Zwu9BVEV3,b227.obj,0.905345331770794
m_UOA8iHxuIXGTTjMm_000001,m_UOA8iHxuIXGTTjMm,b234.obj,0.895420887156699
m_smawtDKYrA31pgVu_000001,m_smawtDKYrA31pgVu,b118.obj,0.893829243644328
m_18fCKguG2BvAPKEN_000001,m_18fCKguG2BvAPKEN,b37.obj,0.893115315805978
m_PwPJgdq1jVHD8DK2_000001,m_PwPJgdq1jVHD8DK2,b107.obj,0.892051827754426
m_cWjkAjJsDwGtCcfr_000001,m_cWjkAjJsDwGtCcfr,b131.obj,0.888572479122749
m_laZTAUb8iC4QoLLD_000001,m_laZTAUb8iC4QoLLD,b301.obj,0.886212129677423
m_mSyFq0FdCs4Kb55X_000001,m_mSyFq0FdCs4Kb55X,b9.obj,0.881853379379275
m_kDMbwdHu1zwY0T27_000001,m_kDMbwdHu1zwY0T27,b16.obj,0.881684460262238
m_D1MdvacFZns2TZMY_000001,m_D1MdvacFZns2TZMY,b57.obj,0.881133413955315
m_37kpErmWkFpkxMMq_000001,m_37kpErmWkFpkxMMq,b233.obj,0.880950273858486
m_lRle2hzvrktpA35M_000001,m_lRle2hzvrktpA35M,b214.obj,0.880888658498058
m_ZoNayOy53CuGreSF_000001,m_ZoNayOy53CuGreSF,b232.obj,0.878801972949697
m_UudmhM9WjinCm7U1_000001,m_UudmhM9WjinCm7U1,b278.obj,0.878373677555503
m_vnPsIOuxKwIBriDN_000001,m_vnPsIOuxKwIBriDN,b205.obj,0.878349047404936
